Content,cleaned_content,EventId,EventTemplate,source,label,label_name
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user cyrus,session closed for user cyrus,E101,session closed for user <*>,Linux,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,E8,ALERT exited abnormally with [1],Linux,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user news,session closed for user news,E101,session closed for user <*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,connection from ip_addr at tue jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user cyrus,session closed for user cyrus,E101,session closed for user <*>,Linux,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,E8,ALERT exited abnormally with [1],Linux,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user news,session closed for user news,E101,session closed for user <*>,Linux,0,Normal
connection from 218.38.58.3 () at Wed Jul 27 10:59:53 2005,connection from ip_addr at wed jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
restart.,restart,E90,restart.,Linux,0,Normal
syslogd startup succeeded,syslogd startup succeeded,E106,syslogd startup succeeded,Linux,0,Normal
"klogd 1.4.1, log source = /proc/kmsg started.",klogd log source proc kmsg started,E64,"klogd <*>.<*>.<*>, log source = /proc/kmsg started.",Linux,0,Normal
Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004,linux version bhcompile hostname hostname gcc version num red hat linux sat may edt,E68,Linux version <*>.<*>.<*><*>.<*> (bhcompile@bugs.build.redhat.com) (gcc version <*>.<*>.<*> (Red Hat Linux <*>.<*>.<*><*>)) #<*> <*>:<*>:<*> EDT <*>,Linux,0,Normal
BIOS-provided physical RAM map:,bios provided physical ram map,E22,BIOS-provided physical RAM map:,Linux,0,Normal
BIOS-e820: 0000000000000000 - 00000000000a0000 (usable),bios e num a usable,E21,BIOS-e820: <*> - <*> (usable),Linux,0,Normal
BIOS-e820: 00000000000f0000 - 0000000000100000 (reserved),bios e f num reserved,E20,BIOS-e820: <*> - <*> (reserved),Linux,0,Normal
BIOS-e820: 0000000000100000 - 0000000007eae000 (usable),bios e num eae usable,E21,BIOS-e820: <*> - <*> (usable),Linux,0,Normal
BIOS-e820: 0000000007eae000 - 0000000008000000 (reserved),bios e eae num reserved,E20,BIOS-e820: <*> - <*> (reserved),Linux,0,Normal
BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved),bios e ffb num reserved,E20,BIOS-e820: <*> - <*> (reserved),Linux,0,Normal
0MB HIGHMEM available.,mb highmem available,E2,<*> HIGHMEM available.,Linux,0,Normal
126MB LOWMEM available.,mb lowmem available,E3,<*> LOWMEM available.,Linux,0,Normal
zapping low mappings.,zapping low mappings,E118,zapping low mappings.,Linux,0,Normal
klogd startup succeeded,klogd startup succeeded,E65,klogd startup succeeded,Linux,0,Normal
On node 0 totalpages: 32430,on node totalpages num,E76,On node <*> totalpages: <*>,Linux,0,Normal
"DMA zone: 4096 pages, LIFO batch:1",dma zone pages lifo batch,E41,"DMA zone: <*> pages, LIFO batch:<*>",Linux,0,Normal
"Normal zone: 28334 pages, LIFO batch:6",normal zone num pages lifo batch,E74,"Normal zone: <*> pages, LIFO batch:<*>",Linux,0,Normal
irqbalance startup succeeded,irqbalance startup succeeded,E58,irqbalance startup succeeded,Linux,0,Normal
"HighMem zone: 0 pages, LIFO batch:1",highmem zone pages lifo batch,E50,"HighMem zone: <*> pages, LIFO batch:<*>",Linux,0,Normal
DMI 2.3 present.,dmi present,E42,DMI <*>.<*> present.,Linux,0,Normal
ACPI disabled because your bios is from 2000 and too old,acpi disabled because your bios is from and too old,E4,ACPI disabled because your bios is from <*> and too old,Linux,0,Normal
You can enable it with acpi=force,you can enable it with acpi force,E117,You can enable it with acpi=force,Linux,0,Normal
Built 1 zonelists,built zonelists,E24,Built <*> zonelists,Linux,0,Normal
Kernel command line: ro root=LABEL=/ rhgb quiet,kernel command line ro root label rhgb quiet,E62,Kernel command line: ro root=LABEL=/ rhgb quiet,Linux,0,Normal
mapped 4G/4G trampoline to ffff3000.,mapped g g trampoline to ffff,E69,mapped 4G/4G trampoline to <*>.,Linux,0,Normal
Initializing CPU#0,initializing cpu,E52,Initializing CPU#<*>,Linux,0,Normal
"CPU 0 irqstacks, hard=02345000 soft=02344000",cpu irqstacks hard num soft num,E32,"CPU <*> irqstacks, hard=<*> soft=<*>",Linux,0,Normal
portmap startup succeeded,portmap startup succeeded,E85,portmap startup succeeded,Linux,0,Normal
PID hash table entries: 512 (order 9: 4096 bytes),pid hash table entries order bytes,E84,PID hash table entries: 512 (order <*>: <*> bytes),Linux,0,Normal
Detected 731.219 MHz processor.,detected mhz processor,E40,Detected <*>.<*> MHz processor.,Linux,0,Normal
Version 1.0.6 Starting,version starting,E114,Version <*>.<*>.<*> Starting,Linux,0,Normal
Using tsc for high-res timesource,using tsc for high res timesource,E113,Using tsc for high-res timesource,Linux,0,Normal
rpc.statd startup succeeded,hostname startup succeeded,E93,rpc.statd startup succeeded,Linux,0,Normal
Console: colour VGA+ 80x25,console colour vga hex_val,E30,Console: colour VGA+ <*>,Linux,0,Normal
"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",memory k k available k kernel code k reserved k data k init k highmem,E70,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)",Linux,0,Normal
Calibrating delay loop... 1445.88 BogoMIPS,calibrating delay loop bogomips,E25,Calibrating delay loop... <*>.<*> BogoMIPS,Linux,0,Normal
Security Scaffold v1.0.0 initialized,security scaffold v initialized,E96,Security Scaffold v<*>.<*>.<*> initialized,Linux,0,Normal
SELinux:  Initializing.,selinux initializing,E97,SELinux:  Initializing.,Linux,0,Normal
